Ligne;Ligne Q qualif;Ligne approfondissement Accident;ACCIDENT;NBACC1;ACCFREQUENCE1;ANNEEACC1_1;ANNEEACC1_2;ANNEEACC1_3;ANNEEACC1_4;ANNEEACC1_5;NBACC2;ACCFREQUENCE2;ANNEEACC2_1;ANNEEACC2_2;ANNEEACC2_3;ANNEEACC2_4;ANNEEACC2_5;NBACC3;ACCFREQUENCE3;ANNEEACC3_1;ANNEEACC3_2;ANNEEACC3_3;ANNEEACC3_4;ANNEEACC3_5;NBACC4;ACCFREQUENCE4;ANNEEACC4_1;ANNEEACC4_2;ANNEEACC4_3;ANNEEACC4_4;ANNEEACC4_5;NBACC5;ACCFREQUENCE5;ANNEEACC5_1;ANNEEACC5_2;ANNEEACC5_3;ANNEEACC5_4;ANNEEACC5_5;NBACC6;ACCFREQUENCE6;ANNEEACC6_1;ANNEEACC6_2;ANNEEACC6_3;ANNEEACC6_4;ANNEEACC6_5;NBACC7;ACCFREQUENCE7;ANNEEACC7_1;ANNEEACC7_2;ANNEEACC7_3;ANNEEACC7_4;ANNEEACC7_5;NBACC8;ACCFREQUENCE8;ANNEEACC8_1;ANNEEACC8_2;ANNEEACC8_3;ANNEEACC8_4;ANNEEACC8_5;NBACC9;ACCFREQUENCE9;ANNEEACC9_1;ANNEEACC9_2;ANNEEACC9_3;ANNEEACC9_4;ANNEEACC9_5;NBACC10;ACCFREQUENCE10;ANNEEACC10_1;ANNEEACC10_2;ANNEEACC10_3;ANNEEACC10_4;ANNEEACC10_5;NBACC11;ACCFREQUENCE11;ANNEEACC11_1;ANNEEACC11_2;ANNEEACC11_3;ANNEEACC11_4;ANNEEACC11_5;NBACC12;ACCFREQUENCE12;ANNEEACC12_1;ANNEEACC12_2;ANNEEACC12_3;ANNEEACC12_4;ANNEEACC12_5;NBACC13;ACCFREQUENCE13;ANNEEACC13_1;ANNEEACC13_2;ANNEEACC13_3;ANNEEACC13_4;ANNEEACC13_5;NBACC14;ACCFREQUENCE14;ANNEEACC14_1;ANNEEACC14_2;ANNEEACC14_3;ANNEEACC14_4;ANNEEACC14_5;AUTRESACC;NBAUTRESACC;ANNEEAUTREACC1;ANNEEAUTREACC2;ANNEEAUTREACC3;ANNEEAUTREACC4;ANNEEAUTREACC5;LIEUAUTREACC1;LIEUAUTREACC2;LIEUAUTREACC3;LIEUAUTREACC4;LIEUAUTREACC5;DESCRIPTIONAUTRESACC1;DESCRIPTIONAUTRESACC2;DESCRIPTIONAUTRESACC3;DESCRIPTIONAUTRESACC4;DESCRIPTIONAUTRESACC5;NBAUTRESACCCIRCUIT;NBAUTRESTOUTTERRAIN;EXPCYCLO;EXP125;EXPSUP125;ACCORDNEXTQ;CHOIXACC;RGPMTACC;RECUPANNEE;RECUPLIEU;RECUPANNE;RGPMTAC;CHOIX1;CHOIX2;CHOIX3;CHOIX4;CHOIX5;CHOIX6;CHOIX7;DESCRIPTION;RUPTURE;FAITS;ABS_REACTION;AUTRE_REACTION;PRECISIONREACTIONOUI;RECUL;PRECISIONREACTIONNON;IMPACTCOMPORTEMENT;AUTREUSAGER;REACTIONAUTREUSAGER;CONNAISSANCEREACTIONUSAGER;DIFFICULTES;AGGRAVATION;DIFFICULTES2;EMOTIONS1;EMOTIONS2;EMOTIONS3;EMOTIONS4;EMOTIONS5;EMOTIONS6;AUTRESENTIMENT;CLASSEMENTEMOTIONS1;CLASSEMENTEMOTIONS;CLASSEMENTEMOTIONS5;CLASSEMENTEMOTIONS6;CLASSEMENTEMOTIONS7;CLASSEMENTEMOTIONS8;CLASSEMENTEMOTIONS9;EXPLICATIONRESSENTI;BIENEQUIPE;ALLURE;ALLUREVITEDETAIL;ALLURELENTEDETAIL;SITUATIONPRESSE;SITUATIONDISTRAIT;SITUATIONCONFIANT;SITUATIONCONTROLE;SITUATIONLUDIQUE;SITUATIONPERF;SITUATIONSTRESS;SITUATIONFATIGUE;HUMEURNEUTRE;HUMEURGAI;HUMEURMECONTENT;HUMEURTRISTE;HUMEURCOLERE;CONTRIBUTION1;CONTRIBUTION2;CONTRIBUTION3;CONTRIBUTION4;CONTRIBUTION5;CONTRIBUTION6;CONTRIBUTION7;CONTRIBUTION8;CONTRIBUTION9;ROLEINFRA;ELEMENTINFRA1;ELEMENTINFRA2;ELEMENTINFRA3;ELEMENTINFRA4;ELEMENTINFRA5;ELEMENTINFRA6;ELEMENTINFRA7;ELEMENTINFRA8;ELEMENTINFRA9;ALCOOL;TXALCOOL;STUP;SEMAINE;MOMENTJOURNEE;TEMPS;CAUSEACC1;CAUSEACC2;CAUSEACC3;CAUSEACC4;CAUSEACC5;FORMATIONCAUSE;FORMATION1;FORMATION2;FORMATION3;FORMATION4;FORMATION5;TRAFIC;CHAUSSEE1;CHAUSSEE2;CHAUSSEE3;CHAUSSEE4;TYPEACC;BLESSURE;TETE;COU;THORAX;MEMBRESSUP;COLONNE;BASSIN;MEMBRESINF;HOPITAL;PLUS24H;TRAJET;TYPEROUTE;MOTIF;SENSTRAJET;PASSAGER;VITESSE;DESCEQ1;DESCEQ2;DESCEQ3;DESCEQ4;DESCEQ5;DESCEQ6;DESCEQ7;DESCEQ8;DESCEQ9;DESCEQ10;VEHICULEETE;VEHICULEAUTOMNE;VEHICULEPRINTEMPS;VEHICULEHIVER;VEHICULESEMAINE;VEHICULEWE;VEHMARQUE;VEHCYLINDREE;VEHMODELE;VEHSEGMENT;VEHSIDE;EQ2RMABS;EQ2RMCBS;EQ2RMABSCBS;EQ2RMREGULATEUR;EQ2RMLIMITEUR;EQ2RMPHARESDIRECT;EQ2RMCOUPURE;EQ2RMANTIPATINAGE;EQ2RMANTIXHEELING;EQ2RMSTABILILTE;VEHKM;POINTS;DUREE;AUTRE2RM;VEHPRECMARQUE;VEHPRECCYLINDREE;VEHPRECMODELE;VEHPRECSEGMENT;VEHPRECSIDE;TEMPS2RMPREC;FREQVEHPREC;DATE_NAISS;CSP;SOCIETAIRE;SALARIE;SECTEUR2RM;NBPERSFOYER;SITFAM;NBENF;TRNBENF1;TRNBENF2;TRNBENF3;TRNBENF4;NBAUTOFOYER;NBCYCLOFOYER;NBSCOOTFOYER;NBMOTOFOYER;NBTRIKEFOYER;NB2RMCONDUIT;MARQUE1;CYLINDREE1;MODELE1;SEGMENT1;SIDE1;ANMISECIRCU1;ASS1;FREQ1;USAGE1;NBKM1;GARAGE1;MARQUE2;CYLINDREE2;MODELE2;SEGMENT2;SIDE2;ANMISECIRCU2;ASS2;FREQ2;USAGE2;NBKM2;GARAGE2;MARQUE3;CYLINDREE3;MODELE3;SEGMENT3;SIDE3;ANMISECIRCU3;ASS3;FREQ3;USAGE3;NBKM3;GARAGE3;MARQUE4;CYLINDREE4;MODELE4;SEGMENT4;SIDE4;ANMISECIRCU4;ASS4;FREQ4;USAGE4;NBKM4;GARAGE4;MARQUE5;CYLINDREE5;MODELE5;SEGMENT5;SIDE5;ANMISECIRCU5;ASS5;FREQ5;USAGE5;NBKM5;GARAGE5;NBKMTOT;PERMIS1;PERMIS2;PERMIS3;PERMIS4;PERMIS5;PERMIS6;PERMIS7;PERMIS8;PERMIS9;ANPERMIS1;ANPERMIS6;ANPERMIS7;ANPERMIS2;ANPERMIS3;ANPERMIS8;ANPERMIS9;ANPERMIS4;ANPERMIS5
958;6500;Pré test 4;1;0;5;;;;;;0;4;;;;;;0;5;;;;;;0;3;;;;;;0;5;;;;;;0;3;;;;;;0;4;;;;;;0;5;;;;;;1;5;2000;;;;;0;4;;;;;;0;4;;;;;;0;2;;;;;;0;5;;;;;;0;4;;;;;;0;;;;;;;;;;;;;;;;;;;5;0;16;1;41;9;2000;;2000;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;2;;;;;;;J'ai été surpris par un ralentissement de la circulation. J'ai pris le frein avant brusquement, la chaussée était humide et j'ai perdu l'avant. J'ai fait une glissade sans rien percuter. Erreur de débutant!;La surprise a été l'élément déclencheur, elle a entrainé une réaction spontanée et irréfléchie. Les difficultés, je les ai moi même crées par manque d'expérience. J'ai eu une réaction inappropriée à la situation.;Je perçois le ralentissement, je prends le levier de frein brusquement, sans progressivité, je perds l'adhérence de la roue avant, je chute et pars en glisse.;NRP;1;La réponse me semble évidente et je m'en suis déjà expliqué précédemment. Vos questions se recoupent, c'est agaçant!;Déjà traité.;;0;;;;;;2;;;;;;;;1;;;;;???????;4;3;;;NSP;NSP;4;4;2;1;NSP;NSP;4;3;4;4;4;4;;;;;;;;;2;2;;2;4;NSP;2;;;;;;;;;2;1;2;80;0;0;0;20;;2;2;;;;1;;;;;;;;;;;1;2;3;;0;80;1;10;2;3;4;;;;;;4;4;4;4;4;4;YAMAHA;600;FZS FAZER;3559;ROADSTER;YAMAHA, 600 FZS FAZER;1;2;1;1;1;1;1;1;1;NSP;12;3;0;;;;;;;;;;;;;12AUG1974;7;1;3;2;2;2;1;NRP;;;;1;0;0;1;0;1;KAWASAKI;636;ZX-6R NINJA;SPORTIVE;2;2003;37;3;1;4000;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4000;3;4;;;;;;;;NRP;NRP;NRP;NRP;1999;NRP;NRP;1995;NRP
898;6506;104;1;0;1;;;;;;0;4;;;;;;0;5;;;;;;0;5;;;;;;0;1;;;;;;0;2;;;;;;0;2;;;;;;1;5;1999;;;;;1;5;NSP;;;;;0;4;;;;;;0;5;;;;;;0;2;;;;;;0;2;;;;;;0;3;;;;;;0;;;;;;;;;;;;;;;;;;;20;1;19;1;41;9;0;;-1;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;6;;;;;;;virage à gauche présence de gravillon impossible de virer sortie de route à faible vitesse la moto se couche;virage sans visibilité gravillon;freinage arrière sans trop serrer impossible d'incliner la moto, inhibé par la présence de gravillon sortie de route;NRP;1;NRP;NRP;;2;0;;;;;;1;5;6;;;;;1;;;;3;2;;sortie de route dans un bas côté inconnu;2;3;;;2;1;4;4;2;1;2;2;4;1;4;4;4;4;5;7;;;;;;;1;2;5;;;;;;;2;2;;2;1;1;1;50;0;0;50;0;1;1;;;;;1;1;4;;;1;;;;;;;;;;;3;2;3;;0;40;1;2;3;5;;;;;;;4;4;4;4;4;4;HONDA;600;TRANSALP +35KW;TRAIL / SUPERMOTARD;2;1;1;1;1;1;1;1;1;1;1;20000;12;2;1;SUZUKI;125;DR-S;TRAIL / SUPERMOTARD;2;4;3;21NOV1955;5;1;3;2;4;4;2;NRP;;;;3;0;0;2;0;2;BMW;1100;R1100R;ROADSTER;2;1999;37;2;1;3000;7;HONDA;500;CB500F;ROADSTER;2;2005;37;2;2;5000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8000;4;;;;;;;;;NRP;NRP;NRP;NRP;NRP;NRP;NRP;1974;NRP
1994;6509;;1;0;5;;;;;;1;6;2010;;;;;0;6;;;;;;0;5;;;;;;1;6;2009;;;;;0;3;;;;;;0;2;;;;;;0;4;;;;;;3;5;2009;2010;2011;;;0;4;;;;;;0;4;;;;;;0;1;;;;;;0;5;;;;;;0;3;;;;;;0;;;;;;;;;;;;;;;;;;;0;3;7;1;6;2;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06NOV1988;10;1;3;2;1;1;;NRP;;;;1;0;0;2;0;1;HONDA;600;CB-F  N  ABS;ROADSTER;2;2005;37;2;2;6000;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6000;4;3;2;8;;;;;;NRP;NRP;NRP;2006;2008;2010;NRP;2010;NRP
2206;6510;;1;0;4;;;;;;0;6;;;;;;0;6;;;;;;0;5;;;;;;0;4;;;;;;0;6;;;;;;0;2;;;;;;0;3;;;;;;1;3;2008;;;;;0;5;;;;;;0;5;;;;;;0;1;;;;;;0;3;;;;;;0;4;;;;;;1;3;2007;2008;2012;;;Rome (Italie;Port Bou (Espag;Bartow (Califor;;;Heurté par voiture lors d'un tourne à Gauche en départ de feu malgré le clignotant (faible vitesse);Percuté par voiture ayant perdu le contrôle et dérapant sur la voie de gauche (#100 km/h). Moto neuve en RSV;Blocage de frein avant sans ABS sur autoroute (130 km) sur freinage léger (ralentissement) et sous régulateur de vitesse (Harley Davidson neuve);;;0;0;4;1;36;1;72;15;2008;Port Bou (Espag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20APR1954;4;1;3;2;4;4;2;NRP;;;;3;0;0;6;0;6;BMW;1200;R1200GS ADVENTURE;TRAIL / SUPERMOTARD;2;2009;37;2;1;10000;7;BMW;1150;R1150R;ROADSTER;2;2002;37;2;1;10000;7;URAL - OURAL;750;SNOW LEOPARD SIDE-CAR;SIDE-CAR / TRIKE;1;2011;37;2;1;1500;7;BMW;800;F800ST ABS;Routière / GT;2;2007;37;2;1;10000;7;HONDA;600;CB-F  N  ABS;ROADSTER;2;2006;37;3;1;3000;7;34500;4;9;;;;;;;;NRP;NRP;NRP;NRP;NRP;NRP;1980;1972;NRP
2036;6511;;1;0;3;;;;;;0;4;;;;;;0;4;;;;;;0;2;;;;;;0;4;;;;;;1;4;2000;;;;;0;4;;;;;;0;5;;;;;;1;5;1999;;;;;0;2;;;;;;0;4;;;;;;0;3;;;;;;0;4;;;;;;0;2;;;;;;0;;;;;;;;;;;;;;;;;;;6;2;17;1;26;6;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13MAY1974;7;1;3;2;4;4;2;NRP;;;;1;0;0;3;0;3;DUCATI;750;SUPER SPORT;Routière / GT;2;1989;37;4;1;5000;7;DUCATI;600;SUPER SPORT;Routière / GT;2;1996;37;4;1;5000;7;DUCATI;600;SUPER SPORT;Routière / GT;2;1998;41;4;1;1000;7;;;;;;;;;;;;;;;;;;;;;;;11000;3;4;;;;;;;;NRP;NRP;NRP;NRP;1994;NRP;NRP;1998;NRP
55;6512;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02AUG1974;7;1;3;2;4;4;2;NRP;;;;2;0;0;1;0;1;HONDA;1000;CBF-F C-ABS;ROADSTER;2;2010;37;2;2;6000;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6000;3;4;;;;;;;;NRP;NRP;NRP;NRP;2009;NRP;NRP;1993;NRP
433;6516;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08JAN1966;5;1;3;2;5;4;3;NRP;;;;2;1;1;2;0;1;YAMAHA;1000;THUNDER ACE (YZF-R);SPORTIVE;2;1996;29;2;1;1000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2;4;8;9;;;;;;NRP;NRP;NRP;1982;NRP;1984;1986;1984;NRP
2164;6517;;1;0;5;;;;;;0;4;;;;;;0;5;;;;;;0;1;;;;;;0;4;;;;;;0;3;;;;;;0;2;;;;;;0;5;;;;;;0;4;;;;;;0;5;;;;;;0;5;;;;;;0;2;;;;;;1;4;NSP;;;;;0;3;;;;;;1;2;2003;NSP;;;;guyancourt;paris;;;;en agglomération, arrêté derrière une voiture dans une file, la camionnette qui me suivait n'a pas stoppé -> pris en sandwich, le bec de la GS s'est planté dans la Twingo de devant, le capot de la camionnette est passé sous le top case et j'ai été projeté en l'air, atterri sur le trottoir...;"voiture qui a subitement quitté la file ""tout droit"" pour prendre la file ""tourne à gauche"" où je me trouvais (pour la contourner et gagner 10 secondes), au moment où le feu est passé à l'orange, je me suis arrêté, lui, trop juste, m'a heurté  -> posé de moto et rayage de valise...";;;;0;0;1;0;24;1;71;15;2003;guyancourt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27JUN1965;5;1;3;2;5;4;3;NRP;;;;1;0;0;1;0;1;BMW;1200;R1200GS ADVENTURE ABS;TRAIL / SUPERMOTARD;2;2008;37;1;2;20000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20000;4;3;;;;;;;;NRP;NRP;NRP;NRP;1991;NRP;NRP;1983;NRP
2032;6523;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17OCT1952;2;1;3;2;3;2;2;NRP;;;;2;0;0;6;0;6;KAWASAKI;750;Z750B;ROADSTER;2;1978;37;3;1;3000;7;LAVERDA;1200;1200TS;ROADSTER;2;1982;37;4;1;1000;7;DUCATI;916;916 STRADA MONOPOSTO;SPORTIVE;2;1994;37;3;1;3000;7;SUZUKI;250;RGV GAMMA;SPORTIVE;2;1991;10;4;1;1000;7;DUCATI;750;SUPER SPORT;Routière / GT;2;1994;10;3;1;2000;7;10000;3;;;;;;;;;NRP;NRP;NRP;NRP;1971;NRP;NRP;NRP;NRP
801;6525;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03FEB1968;4;1;3;2;2;3;;NRP;;;;2;0;1;1;0;2;SUZUKI;650;V-STROM ABS;TRAIL / SUPERMOTARD;2;2010;37;2;1;5000;4;HONDA;125;S-WING DELUXE ABS DX;SCOOTER;2;2008;37;2;2;5000;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;3;4;;;;;;;;NRP;NRP;NRP;NRP;2011;NRP;NRP;1986;NRP
90;6528;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26SEP1995;10;1;3;2;3;5;0;NRP;;;;2;0;0;2;0;1;YAMAHA;125;YZF-R;Routière / GT;2;2011;37;1;2;4000;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4000;1;2;;;;;;;;2009;NRP;NRP;2012;NRP;NRP;NRP;NRP;NRP
751;6529;233;1;0;3;;;;;;0;3;;;;;;0;5;;;;;;0;2;;;;;;1;4;2012;;;;;0;3;;;;;;0;5;;;;;;0;5;;;;;;0;3;;;;;;0;3;;;;;;0;3;;;;;;0;2;;;;;;0;2;;;;;;0;2;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;5;1;21;5;2012;;2012;Vous circuliez sur un axe prioritaire. Un véhicule venant d’un axe non prioritaire vous a coupé la route.;1;;;;;;;Je suis sur un tout petit rond point en ville, déjà insérée. Une voiture, sans regarder, traverse le rond point sans faire le tour (milieu en brique pas très haut) et me touche à la fourche.;Le monsieur qui n'a pas vu le rond point;Je n'ai pas le souvenir. J'ai du sauter car je me suis retrouvée debout à côté de la moto couchée.;NRP;1;Vraiment m'arrêter avant le rond point et m'assurer qu'il y a aucun véhicule à venir;Je ne pensais pas qu'une voiture pouvait arriver, si vite, sans regarder s'il y a quelqu'un et en coupant le rond point;;1;1;2;;Roulait trop vite, sans regarder;1;à allure classique, il m'aurait vu sur le rond point;8;;;;;;;;;;;;;;;4;3;;;2;2;3;3;2;1;1;2;1;4;4;4;4;10;;;;;;;;;1;2;;;;;;;;2;2;;2;1;1;1;20;60;0;20;0;2;;;;;;1;1;;;;1;;;;;;;;;;;1;1;1;1;0;15;1;2;3;4;7;9;;;;;4;3;4;3;4;3;KAWASAKI;650;ER-6F;SPORTIVE;2;1;1;1;1;1;1;1;1;1;1;30000;12;4;0;;;;;;;;02MAR1981;5;2;3;2;2;3;;NRP;;;;2;1;0;1;0;1;DUCATI;696;MONSTER+;ROADSTER;2;2009;28;2;2;5000;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5000;3;4;;;;;;;;NRP;NRP;NRP;NRP;2009;NRP;NRP;1999;NRP
835;6530;17;1;0;4;;;;;;0;4;;;;;;0;5;;;;;;0;2;;;;;;1;5;NSP;;;;;0;2;;;;;;0;4;;;;;;0;4;;;;;;1;5;NSP;;;;;0;4;;;;;;1;5;NSP;;;;;0;3;;;;;;0;3;;;;;;0;4;;;;;;0;;;;;;;;;;;;;;;;;;;40;39;35;1;21;5;0;;-1;Vous circuliez sur un axe prioritaire. Un véhicule venant d’un axe non prioritaire vous a coupé la route.;3;;;;;;;je roulais à vitesse moyenne lorsqu'un véhicule venant en sens inverse à pris la décision d'entrer sur une station service de mon côté de la route, me coupant la route;la rapidité du changement de direction de la voiture;j'ai essayé de me déporter vers la droite pour échapper à la collision perpendiculaire j'ai freiné modérément  j'ai tapé la roue avant de la voiture  si je ne m'étais pas déporté j'aurai tapé au milieu de la voiture sans doute je me serais encastré dans la voiture alors que là défoncé le carénage de ma moto avec mes jambes , décollé et atterri sur le dos sur le capot moteur avant de retomber  et glisser sur la chaussée..;NRP;0;;;je n'avais jamais vécu cette situation;2;1;2;;NSP;1;inattention et inobservation de la ligne continue;3;;;;;;;;;1;;;;;je pensais pas qu'il continuerait sur sa trajectoire sans rien regarder autour;3;1;1;;1;1;4;4;4;1;1;1;4;1;4;4;4;1;;;;;;;;;2;;;;;;;;;2;2;;2;1;1;1;5;95;0;0;0;2;;;;;;2;1;;;;2;1;3;7;;;;;;1;0;2;1;3;;0;70;1;10;2;3;4;;;;;;4;4;4;4;4;4;BMW;1000;R100/7;ROADSTER;2;1;0;1;1;1;1;1;1;1;1;50000;12;4;1;BMW;1000;R100RT;Routière / GT;2;4;3;23SEP1960;6;1;3;2;4;4;2;NRP;;;;4;0;0;1;0;1;BMW;1200;R1200R;ROADSTER;2;2006;37;2;1;2000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;2;4;9;;;;;;;NRP;NRP;NRP;1977;NRP;NRP;1983;1979;NRP
507;6538;148;1;0;6;;;;;;0;5;;;;;;0;6;;;;;;0;4;;;;;;0;6;;;;;;0;5;;;;;;0;5;;;;;;0;5;;;;;;1;6;2007;;;;;0;4;;;;;;0;5;;;;;;0;4;;;;;;0;6;;;;;;1;6;2005;;;;;0;;;;;;;;;;;;;;;;;;;0;0;14;1;66;14;2005;;2005;Alors que vous étiez en train de rouler, un piéton a traversé devant vous.;2;4;;;;;;Je roulais en ville à la vitesse autorisée quand 3 piétons ont traversés hors des clous, j'ai du stopper le véhicule en urgence, la roue avant s'est bloquée et je suis parti en glissade.;Le blocage de roue avant, plus aucun contrôle possible;Surpris, action de freinage, blocage et chute. Les piétons étaient desolés et conscient de leur erreur;NRP;0;;;S'arreter sur une si petite distance sans possibilité d'evitement me parait impossible;2;1;2;;NRP;1;NRP;2;6;;;;;;;1;;;;2;;Des piétons qui surgissent là où ils ne sont pas autorisés;2;3;;;1;1;3;3;1;1;1;1;1;1;4;4;4;10;;;;;;;;;2;;;;;;;;;2;2;;2;1;1;1;0;100;0;0;0;2;;;;;;2;1;;;;2;1;4;7;;;;;;0;;1;1;3;;0;50;1;2;;;;;;;;;2;1;1;1;1;1;HARLEY-DAVIDSON;1200;SPORTSTER;ROADSTER;2;1;1;1;1;1;1;1;1;1;1;10000;12;4;1;SUZUKI;600;GSX-R;SPORTIVE;2;4;4;09MAY1979;5;1;3;2;2;3;;NRP;;;;2;3;0;3;0;3;SUZUKI;600;GSX-R;SPORTIVE;2;2001;37;2;1;5000;4;MOTO GUZZI;1200;GRISO 8V;ROADSTER;2;2010;37;2;1;5000;4;YAMAHA;600;XTZ TENERE;TRAIL / SUPERMOTARD;2;1986;10;3;1;2000;7;;;;;;;;;;;;;;;;;;;;;;;12000;3;4;;;;;;;;NRP;NRP;NRP;NRP;1997;NRP;NRP;2001;NRP
1433;6544;;1;0;3;;;;;;0;2;;;;;;0;3;;;;;;0;4;;;;;;0;6;;;;;;0;1;;;;;;1;5;2013;;;;;0;5;;;;;;1;6;2013;;;;;0;3;;;;;;0;5;;;;;;0;2;;;;;;0;2;;;;;;0;1;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;2;1;41;9;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02FEB1989;10;2;3;2;4;5;0;NRP;;;;1;0;0;1;0;1;HONDA;500;CB-F;ROADSTER;2;2003;10;2;2;8000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8000;3;;;;;;;;;NRP;NRP;NRP;NRP;2013;NRP;NRP;NRP;NRP
